INFO:root:Started
INFO:root:Front-end заработал
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '42'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '810'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '700'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '85'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '260', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '9', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '778', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '478', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '366', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '623', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '907', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '368', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '549', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '729', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '919'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '807', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '987', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '132', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '439', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '451', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '230'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '187', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '276', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '18', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '514'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '863'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '922', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '443', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '307'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '687'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '890'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '684'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '435'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '445'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '818', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '830'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '614'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '297', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '903'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '455', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '474'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '536'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '687', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '665'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '526'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '605', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '720', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '307'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '291'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '253', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '789'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '844'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '521', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '962'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '124', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '783'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '565', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '224'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '992'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '900'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '767'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '362'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '844', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '880'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '699'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '476', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '619', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '737', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '781'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '877', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '964'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '796'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '283'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '459'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '863'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '383'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '62', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '882'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '147'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '287'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '802', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '715'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '972', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '512'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '445'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '495', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '861', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '101', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '748'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '843', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '724', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '86'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '662', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '350', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '233', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '620'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '130'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '266'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '95'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '65'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '525'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '55'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '92', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '987'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '564'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '30'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '117', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '134', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '816'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '315', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '698'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '257', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '891'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '387', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '701'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '166'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '330', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '165', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '781', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '727'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '487'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '101', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '759', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '521'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '145'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '543'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '574', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '423'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '547'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '843'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '68', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '707'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '332', 'decrease': ''}
WARNING:root:Получены новые проводки [{'date': '05-05-2021', 'corr': '40817_K1', 'increase': '400', 'decrease': '', 'status': 'Выполняется'}, {'date': '05-05-2021', 'corr': '40817_K1', 'increase': '', 'decrease': '100', 'status': 'Исключен'}, {'date': '03-05-2021', 'corr': '40817_K1', 'increase': '200', 'decrease': '', 'status': 'Исключен'}]
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '778'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '497'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '988', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '832'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '663', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '911', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '295', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '780', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '997', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '505', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '597'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '554'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '333', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '671'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '390'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '967', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '11'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '266'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '655', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '810'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '483'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '314', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '425'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '519', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '515'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '466'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '455'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '251', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '863', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '531'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '20'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '500'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '612'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '630', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '823', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '996'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '668'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '182', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '329'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '82', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '579'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '555', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '825'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '246', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '475', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '276', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '53', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '662', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '896', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '423', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '160'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '996', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '475'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '897'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '175'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '154'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '917', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '604', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '511', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '776'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '143', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '618', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '69', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '52', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '602'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '199'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '998', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '557', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '42', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '478'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '693', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '377'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '221'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '823', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '72'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '686', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '626', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '258', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '730'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '641'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '799', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '631'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '549'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '473', 'decrease': ''}
